date,changed.from,changed.to,school_type,school,subunit,students,regime,reason
2020-09-11,2020-09-08,2020-09-16,GS,548,1509,16,GSKAR,GSOKUUC
2020-09-11,2020-09-10,2020-09-20,OS,556,1006,25,OSKAR,OSSUMUC
2020-09-12,2020-09-12,2020-09-22,PV,14489,1001,13,PVKAR,PVOKUV
2020-09-12,2020-09-12,2020-09-22,PV,14489,1002,22,PVKAR,PVOKUV
2020-09-12,2020-09-04,2020-09-14,OS,298,1010,28,OSKAR,OSOKUUC
2020-09-12,2020-09-06,2020-09-16,OS,298,1004,23,OSKAR,OSOKUUC
2020-09-13,2020-09-10,2020-09-20,OS,200,1010,24,OSPRI,OSSUMUC
2020-09-14,2020-09-03,2020-09-16,GS,1025,1505,11,GSKAR,GSOKUUC
2020-09-14,2020-09-03,2020-09-16,GS,1025,1509,2,GSKAR,GSOKUUC
2020-09-14,2020-09-03,2020-09-16,GS,1025,1516,2,GSKAR,GSOKUUC
2020-09-14,2020-09-03,2020-09-16,GS,1025,1517,1,GSKAR,GSOKUUC
2020-09-14,2020-09-03,2020-09-16,GS,1025,1520,4,GSKAR,GSOKUUC
2020-09-14,2020-09-03,2020-09-16,GS,1025,1521,2,GSKAR,GSOKUUC
2020-09-14,2020-09-10,2020-09-18,PV,11109,1002,18,PVKAR,PVOKUV
2020-09-14,2020-09-11,2020-09-21,PV,14116,1001,14,PVKAR,PVOKUUC
2020-09-14,2020-09-01,2020-09-11,PV,17213,1002,18,PVKAR,PVSUMUC
2020-09-14,2020-09-01,2020-09-11,PV,17213,1003,15,PVKAR,PVOKUUC
2020-09-14,2020-09-13,2020-09-23,PV,1111,1002,24,PVKAR,PVOKUUC
2020-09-14,2020-09-12,2020-09-22,PV,14699,1001,1,PVKAR,PVOKUUC
2020-09-14,2020-09-12,2020-09-22,PV,14699,1002,1,PVKAR,PVOKUUC
2020-09-14,2020-09-12,2020-09-22,PV,14699,1002,9,PVKAR,PVOKUUC
2020-09-14,2020-09-12,2020-09-22,PV,14699,1002,24,PVKAR,PVOKUUC
2020-09-14,2020-09-09,2020-09-19,OS,1203,1012,24,OSKAR,OSOKUUC
2020-09-14,2020-09-03,2020-09-16,SS,12,1031,30,SSKAR,SSOKUUC
2020-09-14,2020-09-10,2020-09-19,OS,132,1007,25,OSKAR,OSOKUUC
2020-09-14,2020-09-09,2020-09-22,OS,1370,1012,23,OSKAR,OSOKUUC
2020-09-14,2020-09-01,2020-09-11,OS,17510,1006,24,OSPRI,OSSUMUC
2020-09-14,2020-09-13,2020-09-23,OS,17510,1012,27,OSPRI,OSSUMUC
2020-09-14,2020-09-11,2020-09-22,OS,188,1008,22,OSKAR,OSOKUUC
2020-09-14,2020-09-10,2020-09-20,OS,200,1012,29,OSPRI,OSOKUUC
2020-09-14,2020-09-13,2020-09-23,OS,200,1010,23,OSPRI,OSSUMUC
2020-09-14,2020-09-14,2020-09-24,GS,207,1515,1,GSKAR,GSSUMUC
2020-09-14,2020-09-14,2020-09-24,GS,207,1515,1,GSKAR,GSOKUUC
2020-09-14,2020-09-08,2020-09-18,OS,223,1009,23,OSKAR,OSOKUUC
2020-09-14,2020-09-08,2020-09-18,OS,223,1009,22,OSKAR,OSOKUUC
2020-09-14,2020-09-08,2020-09-18,OS,223,1009,23,OSKAR,OSOKUUC
2020-09-14,2020-09-09,2020-09-18,OS,223,1009,22,OSKAR,OSOKUUC
2020-09-14,2020-09-09,2020-09-18,OS,223,1009,23,OSKAR,OSOKUUC
2020-09-14,2020-09-09,2020-09-18,OS,223,1010,19,OSKAR,OSOKUU
2020-09-14,2020-09-09,2020-09-18,OS,223,1010,20,OSKAR,OSOKUU
2020-09-14,2020-09-09,2020-09-18,OS,223,1010,20,OSKAR,OSOKUU
2020-09-14,2020-09-09,2020-09-18,OS,223,1011,23,OSKAR,OSOKUU
2020-09-14,2020-09-09,2020-09-18,OS,223,1011,21,OSKAR,OSOKUU
2020-09-14,2020-09-09,2020-09-18,OS,223,1012,22,OSKAR,OSOKUU
2020-09-14,2020-09-09,2020-09-18,OS,223,1012,22,OSKAR,OSOKUU
2020-09-14,2020-09-08,2020-09-18,GS,230,1508,15,GSKAR,GSOKUUC
2020-09-14,2020-09-07,2020-09-17,OS,272,1004,26,OSKAR,OSSUMUC
2020-09-14,2020-09-07,2020-09-18,OS,285,1012,19,OSPRI,OSSUMU
2020-09-14,2020-09-07,2020-09-18,OS,285,1012,18,OSPRI,OSSUMU
2020-09-14,2020-09-08,2020-09-18,OS,286,1010,22,OSKAR,OSSUMUC
2020-09-14,2020-09-08,2020-09-18,OS,286,1012,24,OSKAR,OSSUMUC
2020-09-14,2020-09-09,2020-09-23,OS,291,1012,26,OSKAR,OSOKUUC
2020-09-14,2020-09-13,2020-09-20,OS,315,1010,22,OSKAR,OSOKUUC
2020-09-14,2020-09-08,2020-09-17,OS,324,1011,17,OSKAR,OSOKUUC
2020-09-14,2020-09-14,2020-09-21,SS,3780,1030,21,SSKAR,SSOKUDS
2020-09-14,2020-09-01,2020-09-14,GS,3783,1510,1,GSKAR,GSOKUUC
2020-09-14,2020-09-01,2020-09-14,GS,3783,1518,1,GSKAR,GSSUMUC
2020-09-14,2020-09-01,2020-09-14,GS,3783,1524,1,GSKAR,GSSUMUC
2020-09-14,2020-09-03,2020-09-13,SS,3,1029,28,SSKAR,SSOKUDS
2020-09-14,2020-09-14,2020-09-21,OS,405,1012,24,OSKAR,OSOKUUC
2020-09-14,2020-09-14,2020-09-21,OS,405,1012,24,OSKAR,OSOKUUC
2020-09-14,2020-09-04,2020-09-14,PV,1162,1002,16,OSPRI,OSOKUUC
2020-09-14,2020-09-04,2020-09-14,PV,1162,1002,15,OSPRI,OSOKUUC
2020-09-14,2020-09-14,2020-09-21,SS,44,1029,32,SSKAR,SSOKUDS
2020-09-14,2020-09-10,2020-09-20,OSPP,529,1024,6,OSPPPRI,OSPPOKUU
2020-09-14,2020-09-04,2020-09-14,PV,1367,1001,12,OSPRI,OSSUMU
2020-09-14,2020-09-07,2020-09-17,PV,14331,1001,14,OSKAR,OSSUMU
2020-09-14,2020-09-10,2020-09-20,OS,577,1012,14,OSKAR,OSOKUUC
2020-09-14,2020-09-02,2020-09-12,PV,1285,1001,14,OSPRI,OSOKUDD
2020-09-14,2020-09-02,2020-09-12,PV,1285,1002,24,OSPRI,OSOKUDD
2020-09-14,2020-09-09,2020-09-19,OS,582,1004,5,OSPRI,OSSUMUC
2020-09-14,2020-09-14,2020-09-24,OS,904,1008,17,OSPRI,OSSUMUC
2020-09-14,2020-09-11,2020-09-21,SS,94,1029,27,SSKAR,SSOKUDS
2020-09-15,2020-09-10,2020-09-20,OS,10167,1006,27,OSKAR,OSOKUUC
2020-09-15,2020-09-01,2020-09-03,PV,1088,1002,19,PVPRI,PVOKUUC
2020-09-15,2020-09-04,2020-09-11,PV,11069,1001,14,PVPRI,PVSUMUC
2020-09-15,2020-09-07,2020-09-09,PV,11069,1002,24,PVPRI,PVSUMUC
2020-09-15,2020-09-01,2020-09-11,PV,11070,1001,14,PVPRI,PVOKUUC
2020-09-15,2020-09-01,2020-09-02,PV,11071,1001,19,PVPRI,PVOKUV
2020-09-15,2020-09-01,2020-09-04,PV,11071,1002,21,PVPRI,PVOKUV
2020-09-15,2020-09-01,2020-09-04,PV,11071,1002,21,PVPRI,PVOKUUC
2020-09-15,2020-09-01,2020-09-04,PV,11071,1003,19,PVPRI,PVSUMUC
2020-09-15,2020-09-01,2020-09-11,PV,16790,1002,24,PVPRI,PVOKUUC
2020-09-15,2020-09-04,2020-09-11,PV,16790,1002,24,PVPRI,PVOKUUC
2020-09-15,2020-09-01,2020-09-04,PV,19350,1002,24,PVPRI,PVSUMUC
2020-09-15,2020-09-01,2020-09-06,PV,1200,1001,3,PVKAR,PVOKUV
2020-09-15,2020-09-01,2020-09-15,SS,1256,1030,27,SSPRI,SSSUMUC
2020-09-15,2020-09-08,2020-09-17,SS,1288,1028,20,SSKAR,SSOKUDS
2020-09-15,2020-09-14,2020-09-23,SS,3722,1031,24,SSKAR,SSOKUDS
2020-09-15,2020-09-06,2020-09-06,SS,9850,1030,24,SSKAR,SSSUMUC
2020-09-15,2020-09-07,2020-09-18,SS,20132,1028,30,SSKAR,SSOKUDS
2020-09-15,2020-09-13,2020-09-27,SS,23,1031,31,SSKAR,SSOKUUC
2020-09-15,2020-09-13,2020-09-27,SS,23,1031,12,SSKAR,SSOKUUC
2020-09-15,2020-09-04,2020-09-16,OS,298,1010,28,OSKAR,OSOKUUC
2020-09-15,2020-09-07,2020-09-15,OS,308,1007,24,OSKAR,OSOKUUC
2020-09-15,2020-09-07,2020-09-15,OS,308,1007,24,OSKAR,OSOKUUC
2020-09-15,2020-09-10,2020-09-21,SS,33,1030,17,SSKAR,SSOKUDS
2020-09-15,2020-09-15,2020-09-20,OS,776,1004,21,OSKAR,OSOKUU
2020-09-15,2020-09-15,2020-09-20,OS,776,1005,18,OSKAR,OSOKUDD
2020-09-15,2020-09-15,2020-09-20,OS,776,1006,21,OSKAR,OSOKUDD
2020-09-15,2020-09-15,2020-09-20,OS,776,1007,16,OSKAR,OSOKUDD
2020-09-15,2020-09-07,2020-09-14,OS,477,1010,19,OSKAR,OSOKUUC
2020-09-15,2020-09-04,2020-09-15,PV,1366,1002,15,OSKAR,OSOKUU
2020-09-15,2020-09-04,2020-09-15,PV,1366,1002,23,OSKAR,OSOKUU
2020-09-15,2020-09-08,2020-09-19,SS,3731,1028,30,SSKAR,SSOKUDS
2020-09-15,2020-09-11,2020-09-20,SS,633,1031,32,SSKAR,SSOKUDS
2020-09-15,2020-09-15,2020-09-18,SS,65,1029,30,SSKAR,SSOKUDS
2020-09-15,2020-09-10,2020-09-19,SS,74,1031,24,SSKAR,SSOKUDS
2020-09-15,2020-09-10,2020-09-19,SS,74,1031,28,SSKAR,SSOKUDS
2020-09-15,2020-09-14,2020-09-23,SS,74,1031,28,SSKAR,SSOKUDS
2020-09-15,2020-09-15,2020-09-18,SS,3816,1029,32,SSKAR,SSOKUUC
2020-09-16,2020-09-16,2020-09-18,SS,1055,1031,20,SSKAR,SSOKUDS
2020-09-16,2020-09-16,2020-09-24,SS,106,1028,24,SSKAR,SSOKUDS
2020-09-16,2020-09-16,2020-09-20,PV,14073,1002,24,PVKAR,PVOKUUC
2020-09-16,2020-09-08,2020-09-17,PV,12091,1001,21,PVPRI,PVOKUV
2020-09-16,2020-09-16,2020-09-16,SS,1256,1029,27,SSPRI,SSSUMUC
2020-09-16,2020-09-16,2020-09-16,SS,1256,1038,30,SSPRI,SSSUMDD
2020-09-16,2020-09-11,2020-09-20,OS,132,1004,24,OSKAR,OSOKUU
2020-09-16,2020-09-11,2020-09-20,OS,132,1004,26,OSKAR,OSOKUU
2020-09-16,2020-09-16,2020-09-19,OS,132,1007,10,OSKAR,OSSUMUC
2020-09-16,2020-09-16,2020-09-20,OS,132,1005,22,OSKAR,OSSUMU
2020-09-16,2020-09-11,2020-09-21,GS,186,1510,16,GSKAR,GSSUMU
2020-09-16,2020-09-03,2020-09-15,SS,20157,1031,29,SSKAR,SSOKUDS
2020-09-16,2020-09-11,2020-09-20,SS,21,1031,22,SSKAR,SSOKUUC
2020-09-16,2020-09-11,2020-09-20,SS,21,1031,21,SSKAR,SSOKUUC
2020-09-16,2020-09-17,2020-09-23,OS,253,1010,19,OSKAR,OSOKUUC
2020-09-16,2020-09-10,2020-09-19,SS,56,1031,19,SSKAR,SSOKUDS
2020-09-16,2020-09-10,2020-09-22,SS,56,1030,27,SSKAR,SSOKUDS
2020-09-16,2020-09-13,2020-09-22,SS,56,1030,30,SSKAR,SSOKUDS
2020-09-17,2020-09-17,2020-09-20,PV,14489,1001,12,PVKAR,PVOKUV
2020-09-17,2020-09-17,2020-09-23,SS,10809,1031,31,SSKAR,SSOKUDS
2020-09-17,2020-09-17,2020-09-17,SS,1256,1029,26,SSPRI,SSSUMUC
2020-09-17,2020-09-17,2020-09-23,OS,17530,1007,10,OSKAR,OSOKUUC
2020-09-17,2020-09-17,2020-09-23,OS,17530,1009,7,OSKAR,OSOKUUC
2020-09-17,2020-09-16,2020-09-20,SS,23,1030,13,SSKAR,SSOKUUC
2020-09-17,2020-09-18,2020-09-18,OS,319,1011,24,OSKAR,OSOKUUC
2020-09-17,2020-09-14,2020-09-24,GS,337,1512,3,GSKAR,GSOKUDS
2020-09-17,2020-09-14,2020-09-17,SS,3835,1031,26,SSKAR,SSOKUDS
2020-09-17,2020-09-13,2020-09-23,SS,50,1029,32,SSKAR,SSOKUDS
2020-09-17,2020-09-17,2020-09-23,OS,534,1009,27,OSKAR,OSOKUUC
2020-09-17,2020-09-04,2020-09-16,OS,1377,1004,7,OSKAR,OSOKUU
2020-09-17,2020-09-04,2020-09-16,OS,1377,1005,9,OSKAR,OSOKUU
2020-09-17,2020-09-04,2020-09-16,OS,1377,1006,10,OSKAR,OSOKUU
2020-09-17,2020-09-04,2020-09-16,OS,1377,1007,9,OSKAR,OSOKUU
2020-09-17,2020-09-14,2020-09-23,SS,633,1031,30,SSKAR,SSOKUDS
2020-09-17,2020-09-17,2020-09-27,GS,22636,1507,1,SSKAR,SSOKUDS
2020-09-17,2020-09-17,2020-10-01,GS,9906,1510,1,GSKAR,GSSUMUC
2020-09-18,2020-09-17,2020-09-27,PV,1323,1002,21,PVPRI,PVSUMV
2020-09-18,2020-09-17,2020-09-24,OS,134,1004,20,OSKAR,OSOKUU
2020-09-18,2020-09-11,2020-09-21,GS,162,1515,17,GSKAR,GSSUMU
2020-09-18,2020-09-17,2020-09-26,GS,162,1527,30,GSPRI,GSOKUU
2020-09-18,2020-09-14,2020-09-23,OS,310,1011,19,OSKAR,OSOKUDS
2020-09-18,2020-09-16,2020-09-26,OS,311,1004,22,OSKAR,OSSUMDD
2020-09-18,2020-09-16,2020-09-26,OS,311,1004,22,OSKAR,OSOKUU
2020-09-18,2020-09-17,2020-09-26,OS,319,1006,24,OSKAR,OSOKUUC
2020-09-18,2020-09-18,2020-09-27,OS,319,1006,24,OSKAR,OSOKUUC
2020-09-18,2020-09-16,2020-09-26,OS,3767,1009,24,OSKAR,OSOKUU
2020-09-18,2020-09-14,2020-09-23,OS,434,1008,16,OSKAR,OSOKUUC
2020-09-18,2020-09-12,2020-09-19,OS,436,1005,21,OSKAR,OSOKUUC
2020-09-18,2020-09-08,2020-09-17,OS,552,1011,27,OSKAR,OSOKUUC
2020-09-18,2020-09-08,2020-09-17,OS,552,1012,26,OSKAR,OSOKUUC
2020-09-18,2020-09-14,2020-09-24,OS,904,1008,17,OSPRI,OSSUMUC
2020-09-19,2020-09-19,2020-10-03,OS,17510,1011,21,OSKAR,OSOKUUC
2020-09-19,2020-09-19,2020-10-03,OS,17510,1011,20,OSKAR,OSOKUUC
2020-09-19,2020-09-19,2020-10-03,OS,17510,1011,20,OSKAR,OSOKUUC
2020-09-19,2020-09-14,2020-09-23,OS,284,1012,26,OSKAR,OSOKUUC
2020-09-19,2020-09-17,2020-09-26,SS,3395,1029,28,SSKAR,SSOKUDS
2020-09-19,2020-09-16,2020-09-25,OS,975,1004,10,OSKAR,OSOKUUC
2020-09-19,2020-09-16,2020-09-25,OS,975,1005,6,OSKAR,OSOKUUC
2020-09-19,2020-09-16,2020-09-25,OS,975,1006,9,OSKAR,OSOKUUC
2020-09-20,2020-09-20,2020-09-25,SS,9972,1031,22,SSKAR,SSOKUDS
2020-09-20,2020-09-21,2020-09-27,OS,534,1011,24,OSKAR,OSOKUUC
2020-09-21,2020-09-21,2020-09-24,PV,11849,1002,19,PVKAR,PVOKUV
2020-09-21,2020-09-20,2020-09-30,PV,23555,1002,20,PVKAR,PVSUMUC
2020-09-21,2020-09-17,2020-09-26,OS,1207,1010,20,OSKAR,OSOKUUC
2020-09-21,2020-09-18,2020-09-20,SS,1256,1028,27,SSPRI,SSSUMDS
2020-09-21,2020-09-21,2020-09-25,SS,21398,1030,21,SSKAR,SSOKUDS
2020-09-21,2020-09-16,2020-09-25,SS,23,1031,26,SSKAR,SSOKUUC
2020-09-21,2020-09-17,2020-09-26,SS,23,1030,25,SSKAR,SSOKUUC
2020-09-21,2020-09-21,2020-09-25,OS,269,1007,24,OSKAR,OSOKUU
2020-09-21,2020-09-21,2020-09-25,OS,269,1007,24,OSKAR,OSOKUU
2020-09-21,2020-09-21,2020-09-25,OS,269,1009,29,OSKAR,OSOKUU
2020-09-21,2020-09-21,2020-09-25,OS,269,1009,28,OSKAR,OSSUMUC
2020-09-21,2020-09-21,2020-09-25,OS,269,1010,19,OSKAR,OSOKUUC
2020-09-21,2020-09-21,2020-09-25,OS,269,1010,20,OSKAR,OSSUMUC
2020-09-21,2020-09-21,2020-09-25,OS,269,1010,19,OSKAR,OSSUMUC
2020-09-21,2020-09-21,2020-09-25,OS,269,1011,21,OSKAR,OSSUMUC
2020-09-21,2020-09-21,2020-09-25,OS,269,1011,21,OSKAR,OSOKUU
2020-09-21,2020-09-21,2020-09-25,OS,269,1012,27,OSKAR,OSSUMUC
2020-09-21,2020-09-21,2020-09-25,OS,269,1012,23,OSKAR,OSOKUU
2020-09-21,2020-09-16,2020-09-20,OS,275,1004,26,OSKAR,OSOKUU
2020-09-21,2020-09-21,2020-09-26,OS,275,1009,16,OSKAR,OSOKUU
2020-09-21,2020-09-21,2020-09-26,OS,275,1010,19,OSKAR,OSOKUU
2020-09-21,2020-09-21,2020-09-27,OSPP,469,1013,7,OSPPPRI,OSPPOKUU
2020-09-21,2020-09-21,2020-09-23,OS,480,1007,21,OSKAR,OSOKUUC
2020-09-21,2020-09-10,2020-09-20,OS,552,1011,27,OSKAR,OSOKUUC
2020-09-21,2020-09-13,2020-09-20,OS,552,1010,23,OSKAR,OSOKUUC
2020-09-21,2020-09-16,2020-09-24,SS,14749,1028,18,SSKAR,SSOKUDS
2020-09-21,2020-09-11,2020-09-21,SS,94,1029,27,SSKAR,SSSUMUC
2020-09-21,2020-09-18,2020-09-27,GS,9906,1524,5,GSKAR,GSSUMUC
2020-09-22,2020-09-10,2020-09-19,SS,9594,1058,3,ZAVKAR,ZAVOKUDS
2020-09-22,2020-09-11,2020-09-20,SS,9594,1058,3,ZAVPRI,ZAVOKUDS
2020-09-22,2020-09-11,2020-09-20,SS,9594,1058,6,ZAVPRI,ZAVOKUUC
2020-09-22,2020-09-11,2020-09-20,SS,9594,1058,5,ZAVKAR,ZAVSUMUC
2020-09-22,2020-09-11,2020-09-20,SS,9594,1059,3,ZAVKAR,ZAVOKUDS
2020-09-22,2020-09-11,2020-09-20,SS,9594,1059,3,ZAVKAR,ZAVOKUDS
2020-09-22,2020-09-11,2020-09-20,SS,9594,1060,2,ZAVKAR,ZAVOKUDS
2020-09-22,2020-09-11,2020-09-20,SS,9594,1060,3,ZAVKAR,ZAVOKUDS
2020-09-22,2020-09-11,2020-09-20,SS,9594,1062,4,ZAVKAR,ZAVOKUU
2020-09-22,2020-09-15,2020-09-24,SS,9594,1058,3,ZAVKAR,ZAVOKUU
2020-09-22,2020-09-15,2020-09-24,SS,9594,1058,6,ZAVKAR,ZAVOKUU
2020-09-22,2020-09-17,2020-09-26,OS,14849,1007,27,OSKAR,OSOKUU
2020-09-22,2020-09-13,2020-09-30,GS,162,1517,16,GSKAR,GSOKUU
2020-09-22,2020-09-20,2020-09-25,GS,203,1507,16,GSPRI,GSSUMU
2020-09-22,2020-09-20,2020-09-25,GS,203,1510,10,GSPRI,GSSUMU
2020-09-22,2020-09-20,2020-09-25,GS,203,1515,17,GSPRI,GSSUMU
2020-09-22,2020-09-20,2020-09-25,GS,203,1517,4,GSPRI,GSSUMU
2020-09-22,2020-09-20,2020-09-25,GS,203,1524,16,GSPRI,GSSUMU
2020-09-22,2020-09-02,2020-09-14,OS,266,1008,25,OSKAR,OSSUMUC
2020-09-22,2020-09-22,2020-09-26,OS,266,1011,23,OSKAR,OSOKUUC
2020-09-22,2020-09-22,2020-10-02,OS,268,1006,25,OSPRI,OSSUMUC
2020-09-22,2020-09-21,2020-09-28,SS,29,1031,30,SSKAR,SSSUMUC
2020-09-22,2020-09-21,2020-09-28,SS,29,1031,24,SSKAR,SSOKUUC
2020-09-23,2020-09-17,2020-09-26,SS,9594,1061,6,ZAVKAR,ZAVOKUDD
2020-09-23,2020-09-18,2020-09-27,SS,102,1030,26,SSKAR,SSOKUDS
2020-09-23,2020-09-15,2020-09-24,SS,23695,1031,14,SSKAR,SSOKUDS
2020-09-23,2020-09-22,2020-09-27,SS,9973,1029,24,SSKAR,SSOKUDS
2020-09-23,2020-09-22,2020-09-23,SS,1256,1028,30,SSPRI,SSSUMUC
2020-09-23,2020-09-01,2020-09-15,SS,1303,1028,28,SSKAR,SSOKUUC
2020-09-23,2020-09-23,2020-09-27,OS,272,1012,22,OSKAR,OSOKUUC
2020-09-23,2020-09-24,2020-09-25,OS,534,1011,26,OSKAR,OSOKUUC
2020-09-23,2020-09-16,2020-09-25,PV,1367,1002,20,OSKAR,OSOKUU
2020-09-23,2020-09-18,2020-09-27,PV,1367,1002,18,OSKAR,OSOKUU
2020-09-23,2020-09-12,2020-09-22,OS,552,1009,23,OSKAR,OSOKUUC
2020-09-24,2020-09-24,2020-10-01,PV,14489,1002,18,PVKAR,PVOKUDD
2020-09-24,2020-09-24,2020-09-27,PV,14710,1002,22,PVKAR,PVOKUDD
2020-09-24,2020-09-24,2020-09-27,OS,1229,1008,26,OSKAR,OSOKUUC
2020-09-24,2020-09-22,2020-09-23,PV,22695,1002,17,PVPRI,PVSUMDS
2020-09-24,2020-09-24,2020-09-27,OS,159,1012,29,OSKAR,OSOKUUC
2020-09-24,2020-09-24,2020-09-29,OS,166,1009,28,OSKAR,OSOKUUC
2020-09-24,2020-09-24,2020-09-27,PV,22155,1003,13,PVKAR,PVOKUV
2020-09-24,2020-09-24,2020-09-30,PV,24015,1003,14,PVKAR,PVOKUV
2020-09-24,2020-09-17,2020-09-23,SS,25,1031,32,SSKAR,SSOKUDS
2020-09-24,2020-09-25,2020-10-05,OS,271,1005,21,OSKAR,OSOKUU
2020-09-24,2020-09-21,2020-09-23,GS,9559,1510,8,GSKAR,GSOKUUC
2020-09-24,2020-09-24,2020-09-30,SS,36,1030,22,SSKAR,SSOKUDS
2020-09-24,2020-09-18,2020-09-27,SS,68,1028,28,SSKAR,SSOKUDS
2020-09-25,2020-09-18,2020-09-23,PV,14430,1003,6,PVKAR,PVOKUV
2020-09-25,2020-09-24,2020-09-25,SS,1256,1029,26,SSPRI,SSSUMUC
2020-09-25,2020-09-22,2020-10-01,SS,12,1031,29,SSPRI,SSOKUUC
2020-09-25,2020-09-22,2020-10-01,PV,1323,1002,17,PVPRI,PVSUMDS
2020-09-25,2020-09-25,2020-09-30,GS,1385,1527,26,GSKAR,GSOKUU
2020-09-25,2020-09-21,2020-09-30,OS,171,1009,22,OSKAR,OSOKUUC
2020-09-25,2020-09-25,2020-10-05,OS,17510,1009,26,OSKAR,OSOKUUC
2020-09-25,2020-09-22,2020-10-01,OS,286,1008,21,OSKAR,OSOKUUC
2020-09-25,2020-09-24,2020-09-30,SS,9849,1029,24,SSKAR,SSOKUDS
2020-09-25,2020-09-25,2020-09-25,OS,312,1011,27,OSKAR,OSOKUUC
2020-09-25,2020-09-20,2020-09-25,OS,326,1012,16,OSKAR,OSOKUDS
2020-09-25,2020-09-28,2020-10-01,OS,3767,1005,26,OSKAR,OSOKUU
2020-09-25,2020-09-28,2020-09-30,OS,3767,1011,25,OSKAR,OSOKUU
2020-09-25,2020-09-25,2020-10-01,SS,44,1030,30,SSKAR,SSOKUDS
2020-09-25,2020-09-23,2020-10-02,PV,12269,1002,24,OSKAR,OSOKUU
2020-09-25,2020-09-25,2020-10-05,SS,970,1030,16,SSKAR,SSOKUUC
2020-09-25,2020-09-25,2020-10-05,SS,970,1038,27,SSKAR,SSOKUUC
2020-09-26,2020-09-28,2020-09-29,OS,269,1012,23,OSPRI,OSOKUUC
2020-09-27,2020-09-22,2020-10-01,SS,1266,1031,22,SSKAR,SSSUMUC
2020-09-27,2020-09-22,2020-10-01,SS,74,1030,22,SSKAR,SSOKUDS
2020-09-27,2020-09-27,2020-10-03,SS,970,1030,27,SSKAR,SSOKUDS
2020-09-27,2020-09-28,2020-10-03,OS,9854,1008,26,OSKAR,OSOKUUC
2020-09-28,2020-09-25,2020-10-05,PV,12949,1002,22,PVKAR,PVOKUUC
2020-09-28,2020-09-28,2020-10-03,PV,14113,1002,17,PVKAR,PVOKUV
2020-09-28,2020-09-28,2020-10-04,PV,14113,1002,21,PVKAR,PVOKUV
2020-09-28,2020-09-03,2020-09-04,PV,11069,1002,19,PVPRI,PVSUMUC
2020-09-28,2020-09-28,2020-10-08,GS,10969,1510,1,GSKAR,GSSUMUC
2020-09-28,2020-09-28,2020-09-28,SS,1256,1029,26,SSPRI,SSSUMUC
2020-09-28,2020-09-28,2020-10-08,SS,20134,1031,27,SSKAR,SSOKUDS
2020-09-28,2020-09-28,2020-09-30,SS,22,1029,30,SSKAR,SSOKUDS
2020-09-28,2020-09-28,2020-10-04,PV,3718,1003,18,OSKAR,OSOKUDD
2020-09-28,2020-09-28,2020-10-04,OS,505,1009,18,OSKAR,OSOKUUC
2020-09-28,2020-09-28,2020-10-04,OS,561,1006,22,OSKAR,OSOKUU
2020-09-28,2020-09-28,2020-10-04,OS,561,1006,23,OSKAR,OSOKUU
2020-09-28,2020-09-25,2020-10-04,OS,634,1004,19,OSKAR,OSOKUUC
2020-09-28,2020-09-25,2020-10-04,OS,634,1004,19,OSKAR,OSOKUUC
2020-09-28,2020-09-28,2020-10-03,OS,811,1004,22,OSKAR,OSOKUU
2020-09-29,2020-09-28,2020-10-04,SS,1270,1032,16,SSKAR,SSOKUUC
2020-09-29,2020-09-23,2020-10-01,OS,14850,1011,26,SSKAR,SSOKUUC
2020-09-29,2020-09-23,2020-10-02,PV,16289,1001,12,PVKAR,PVOKUV
2020-09-29,2020-09-23,2020-10-02,PV,16289,1002,20,PVKAR,PVOKUV
2020-09-29,2020-09-29,2020-10-02,SS,24,1031,25,SSKAR,SSOKUUC
2020-09-29,2020-09-24,2020-10-03,OS,311,1009,21,OSKAR,OSOKUUC
2020-09-29,2020-09-25,2020-10-04,OS,313,1006,27,OSKAR,OSOKUUC
2020-09-30,2020-09-18,2020-09-26,SS,1291,1029,21,SSKAR,SSOKUUC
2020-09-30,2020-09-24,2020-10-04,PV,22695,1002,17,PVKAR,PVOKUV
2020-09-30,2020-09-30,2020-10-08,PV,22695,1001,14,PVKAR,PVOKUV
2020-09-30,2020-09-30,2020-10-02,SS,19,1028,7,SSKAR,SSOKUUC
2020-09-30,2020-09-30,2020-10-02,SS,19,1028,10,SSKAR,SSOKUUC
2020-09-30,2020-09-30,2020-10-07,PV,17311,1001,10,PVKAR,PVOKUDS
2020-09-30,2020-09-27,2020-09-30,GS,15929,1508,3,OSKAR,OSOKUU
2020-09-30,2020-09-27,2020-09-30,GS,15929,1510,2,OSKAR,OSSUMU
2020-09-30,2020-09-28,2020-10-01,GS,15929,1527,9,OSKAR,OSSUMU
2020-09-30,2020-09-30,2020-10-07,PV,1166,1003,18,OSKAR,OSOKUU
2020-09-30,2020-09-30,2020-09-30,OS,536,1009,26,OSPRI,OSOKUUC
2020-09-30,2020-09-28,2020-10-08,OS,605,1007,21,OSKAR,OSOKUUC
2020-09-30,2020-09-29,2020-10-04,SS,970,1030,24,SSKAR,SSOKUUC
2020-09-30,2020-09-30,2020-10-10,SS,3816,1031,19,SSKAR,SSOKUUC
2020-10-01,2020-10-02,2020-10-08,SS,20775,1031,31,SSKAR,SSOKUUC
2020-10-01,2020-10-01,2020-10-07,OS,536,1009,26,OSKAR,OSOKUUC
